arxiv_id,titre,auteurs,annee,categories,url,pdf,doi,resume,score,axes,ia,requetes
2309.09550v4,Adaptive Reorganization of Neural Pathways for Continual Learning with Spiking Neural Networks,Bing Han; Feifei Zhao; Wenxuan Pan; Zhuoya Zhao; Xianqi Li; Qingqun Kong; Yi Zeng,2023,"cs.NE, cs.AI, cs.NE",https://arxiv.org/abs/2309.09550,,,"The human brain can self-organize rich and diverse sparse neural pathways to incrementally master hundreds of cognitive tasks. However, most existing continual learning algorithms for deep artificial and spiking neural networks are unable to adequately auto-regulate the limited resources in the network, which leads to performance drop along with energy consumption rise as the increase of tasks. In this paper, we propose a brain-inspired continual learning algorithm with adaptive reorganization of neural pathways, which employs Self-Organizing Regulation networks to reorganize the single and limited Spiking Neural Network (SOR-SNN) into rich sparse neural pathways to efficiently cope with incremental tasks. The proposed model demonstrates consistent superiority in performance, energy consum",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2310.06488v4,SpikeCLIP: A Contrastive Language-Image Pretrained Spiking Neural Network,Changze Lv; Tianlong Li; Wenhao Liu; Yufei Gu; Jianhan Xu; Cenyuan Zhang; Muling Wu; Xiaoqing Zheng,2023,"cs.NE, cs.CL, cs.CV, cs.LG, cs.NE",https://arxiv.org/abs/2310.06488,,,"Spiking Neural Networks (SNNs) have emerged as a promising alternative to conventional Artificial Neural Networks (ANNs), demonstrating comparable performance in both visual and linguistic tasks while offering the advantage of improved energy efficiency. Despite these advancements, the integration of linguistic and visual features into a unified representation through spike trains poses a significant challenge, and the application of SNNs to multimodal scenarios remains largely unexplored. This paper presents SpikeCLIP, a novel framework designed to bridge the modality gap in spike-based computation. Our approach employs a two-step recipe: an ``alignment pre-training'' to align features across modalities, followed by a ``dual-loss fine-tuning'' to refine the model's performance. Extensive ",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2310.18329v2,"Unveiling Energy Efficiency in Deep Learning: Measurement, Prediction, and Scoring across Edge Devices",Xiaolong Tu; Anik Mallik; Dawei Chen; Kyungtae Han; Onur Altintas; Haoxin Wang; Jiang Xie,2023,"cs.NI, cs.AI, cs.LG, cs.PF, cs.NI",https://arxiv.org/abs/2310.18329,,10.1145/3583740.3628442,"Today, deep learning optimization is primarily driven by research focused on achieving high inference accuracy and reducing latency. However, the energy efficiency aspect is often overlooked, possibly due to a lack of sustainability mindset in the field and the absence of a holistic energy dataset. In this paper, we conduct a threefold study, including energy measurement, prediction, and efficiency scoring, with an objective to foster transparency in power and energy consumption within deep learning across various edge devices. Firstly, we present a detailed, first-of-its-kind measurement study that uncovers the energy consumption characteristics of on-device deep learning. This study results in the creation of three extensive energy datasets for edge devices, covering a wide range of kern",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2305.11322v4,Knowing When to Stop: Delay-Adaptive Spiking Neural Network Classifiers with Reliability Guarantees,Jiechen Chen; Sangwoo Park; Osvaldo Simeone,2023,"cs.NE, cs.AI, cs.LG, cs.NE",https://arxiv.org/abs/2305.11322,,,"Spiking neural networks (SNNs) process time-series data via internal event-driven neural dynamics. The energy consumption of an SNN depends on the number of spikes exchanged between neurons over the course of the input presentation. Typically, decisions are produced after the entire input sequence has been processed. This results in latency and energy consumption levels that are fairly uniform across inputs. However, as explored in recent work, SNNs can produce an early decision when the SNN model is sufficiently ``confident'', adapting delay and energy consumption to the difficulty of each example. Existing techniques are based on heuristic measures of confidence that do not provide reliability guarantees, potentially exiting too early. In this paper, we introduce a novel delay-adaptive S",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2310.10878v1,Eco-Driving Control of Connected and Automated Vehicles using Neural Network based Rollout,Jacob Paugh; Zhaoxuan Zhu; Shobhit Gupta; Marcello Canova; Stephanie Stockar,2023,"cs.LG, cs.LG",https://arxiv.org/abs/2310.10878,,,"Connected and autonomous vehicles have the potential to minimize energy consumption by optimizing the vehicle velocity and powertrain dynamics with Vehicle-to-Everything info en route. Existing deterministic and stochastic methods created to solve the eco-driving problem generally suffer from high computational and memory requirements, which makes online implementation challenging. This work proposes a hierarchical multi-horizon optimization framework implemented via a neural network. The neural network learns a full-route value function to account for the variability in route information and is then used to approximate the terminal cost in a receding horizon optimization. Simulations over real-world routes demonstrate that the proposed approach achieves comparable performance to a stochas",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2302.01500v1,Spiking Synaptic Penalty: Appropriate Penalty Term for Energy-Efficient Spiking Neural Networks,Kazuma Suetake; Takuya Ushimaru; Ryuji Saiin; Yoshihide Sawada,2023,"cs.LG, cs.NE, cs.LG",https://arxiv.org/abs/2302.01500,,,"Spiking neural networks (SNNs) are energy-efficient neural networks because of their spiking nature. However, as the spike firing rate of SNNs increases, the energy consumption does as well, and thus, the advantage of SNNs diminishes. Here, we tackle this problem by introducing a novel penalty term for the spiking activity into the objective function in the training phase. Our method is designed so as to optimize the energy consumption metric directly without modifying the network architecture. Therefore, the proposed method can reduce the energy consumption more than other methods while maintaining the accuracy. We conducted experiments for image classification tasks, and the results indicate the effectiveness of the proposed method, which mitigates the dilemma of the energy--accuracy tra",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2303.02880v1,Spatiotemporal Capsule Neural Network for Vehicle Trajectory Prediction,Yan Qin; Yong Liang Guan; Chau Yuen,2023,"cs.LG, cs.CV, cs.LG",https://arxiv.org/abs/2303.02880,,,"Through advancement of the Vehicle-to-Everything (V2X) network, road safety, energy consumption, and traffic efficiency can be significantly improved. An accurate vehicle trajectory prediction benefits communication traffic management and network resource allocation for the real-time application of the V2X network. Recurrent neural networks and their variants have been reported in recent research to predict vehicle mobility. However, the spatial attribute of vehicle movement behavior has been overlooked, resulting in incomplete information utilization. To bridge this gap, we put forward for the first time a hierarchical trajectory prediction structure using the capsule neural network (CapsNet) with three sequential components. First, the geographic information is transformed into a grid ma",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2304.01500v1,Physics-aware Roughness Optimization for Diffractive Optical Neural Networks,Shanglin Zhou; Yingjie Li; Minhan Lou; Weilu Gao; Zhijie Shi; Cunxi Yu; Caiwen Ding,2023,"cs.LG, cs.ET, cs.NE, cs.LG",https://arxiv.org/abs/2304.01500,,,"As a representative next-generation device/circuit technology beyond CMOS, diffractive optical neural networks (DONNs) have shown promising advantages over conventional deep neural networks due to extreme fast computation speed (light speed) and low energy consumption. However, there is a mismatch, i.e., significant prediction accuracy loss, between the DONN numerical modelling and physical optical device deployment, because of the interpixel interaction within the diffractive layers. In this work, we propose a physics-aware diffractive optical neural network training framework to reduce the performance difference between numerical modeling and practical deployment. Specifically, we propose the roughness modeling regularization in the training process and integrate the physics-aware sparsi",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2301.07275v2,Multi-compartment Neuron and Population Encoding Powered Spiking Neural Network for Deep Distributional Reinforcement Learning,Yinqian Sun; Feifei Zhao; Zhuoya Zhao; Yi Zeng,2023,"cs.NE, cs.AI, cs.NE",https://arxiv.org/abs/2301.07275,,,"Inspired by the brain's information processing using binary spikes, spiking neural networks (SNNs) offer significant reductions in energy consumption and are more adept at incorporating multi-scale biological characteristics. In SNNs, spiking neurons serve as the fundamental information processing units. However, in most models, these neurons are typically simplified, focusing primarily on the leaky integrate-and-fire (LIF) point neuron model while neglecting the structural properties of biological neurons. This simplification hampers the computational and learning capabilities of SNNs. In this paper, we propose a brain-inspired deep distributional reinforcement learning algorithm based on SNNs, which integrates a bio-inspired multi-compartment neuron (MCN) model with a population coding a",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2308.16089v2,Application of Zone Method based Physics-Informed Neural Networks in Reheating Furnaces,Ujjal Kr Dutta; Aldo Lipani; Chuan Wang; Yukun Hu,2023,"cs.LG, cs.AI, cs.NE, eess.SY, cs.LG",https://arxiv.org/abs/2308.16089,,,"Foundation Industries (FIs) constitute glass, metals, cement, ceramics, bulk chemicals, paper, steel, etc. and provide crucial, foundational materials for a diverse set of economically relevant industries: automobiles, machinery, construction, household appliances, chemicals, etc. Reheating furnaces within the manufacturing chain of FIs are energy-intensive. Accurate and real-time prediction of underlying temperatures in reheating furnaces has the potential to reduce the overall heating time, thereby controlling the energy consumption for achieving the Net-Zero goals in FIs. In this paper, we cast this prediction as a regression task and explore neural networks due to their inherent capability of being effective and efficient, given adequate data. However, due to the infeasibility of achie",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2307.03936v1,"Towards Efficient In-memory Computing Hardware for Quantized Neural Networks: State-of-the-art, Open Challenges and Perspectives",Olga Krestinskaya; Li Zhang; Khaled Nabil Salama,2023,"cs.AR, cs.AI, cs.ET, cs.AR",https://arxiv.org/abs/2307.03936,,10.1109/TNANO.2023.3293026,"The amount of data processed in the cloud, the development of Internet-of-Things (IoT) applications, and growing data privacy concerns force the transition from cloud-based to edge-based processing. Limited energy and computational resources on edge push the transition from traditional von Neumann architectures to In-memory Computing (IMC), especially for machine learning and neural network applications. Network compression techniques are applied to implement a neural network on limited hardware resources. Quantization is one of the most efficient network compression techniques allowing to reduce the memory footprint, latency, and energy consumption. This paper provides a comprehensive review of IMC-based Quantized Neural Networks (QNN) and links software-based quantization approaches to I",4,"acv, energie",True,"all:""energy consumption"" AND (all:""deep learn"
2310.16745v1,Design Space Exploration of Sparsity-Aware Application-Specific Spiking Neural Network Accelerators,Ilkin Aliyev. Kama Svoboda; Tosiron Adegbija,2023,"cs.AR, cs.AR",https://arxiv.org/abs/2310.16745,,,"Spiking Neural Networks (SNNs) offer a promising alternative to Artificial Neural Networks (ANNs) for deep learning applications, particularly in resource-constrained systems. This is largely due to their inherent sparsity, influenced by factors such as the input dataset, the length of the spike train, and the network topology. While a few prior works have demonstrated the advantages of incorporating sparsity into the hardware design, especially in terms of reducing energy consumption, the impact on hardware resources has not yet been explored. This is where design space exploration (DSE) becomes crucial, as it allows for the optimization of hardware performance by tailoring both the hardware and model parameters to suit specific application needs. However, DSE can be extremely challenging",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2306.10185v1,Spatial-SpinDrop: Spatial Dropout-based Binary Bayesian Neural Network with Spintronics Implementation,Soyed Tuhin Ahmed; Kamal Danouchi; Michael Hefenbrock; Guillaume Prenat; Lorena Anghel; Mehdi B. Tahoori,2023,"cs.LG, cs.AI, cs.AR, cs.ET, cs.LG",https://arxiv.org/abs/2306.10185,,,"Recently, machine learning systems have gained prominence in real-time, critical decision-making domains, such as autonomous driving and industrial automation. Their implementations should avoid overconfident predictions through uncertainty estimation. Bayesian Neural Networks (BayNNs) are principled methods for estimating predictive uncertainty. However, their computational costs and power consumption hinder their widespread deployment in edge AI. Utilizing Dropout as an approximation of the posterior distribution, binarizing the parameters of BayNNs, and further to that implementing them in spintronics-based computation-in-memory (CiM) hardware arrays provide can be a viable solution. However, designing hardware Dropout modules for convolutional neural network (CNN) topologies is challen",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2308.12529v1,Privacy-Preserving Discretized Spiking Neural Networks,Pengbo Li; Ting Gao; Huifang Huang; Jiani Cheng; Shuhong Gao; Zhigang Zeng; Jinqiao Duan,2023,"cs.CR, cs.CR",https://arxiv.org/abs/2308.12529,,,"The rapid development of artificial intelligence has brought considerable convenience, yet also introduces significant security risks. One of the research hotspots is to balance data privacy and utility in the real world of artificial intelligence. The present second-generation artificial neural networks have made tremendous advances, but some big models could have really high computational costs. The third-generation neural network, SNN (Spiking Neural Network), mimics real neurons by using discrete spike signals, whose sequences exhibit strong sparsity, providing advantages such as low energy consumption and high efficiency. In this paper, we construct a framework to evaluate the homomorphic computation of SNN named FHE-DiSNN that enables SNN to achieve good prediction performance on enc",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2401.10257v1,Curriculum Design Helps Spiking Neural Networks to Classify Time Series,Chenxi Sun; Hongyan Li; Moxian Song; Derun Can; Shenda Hong,2023,"cs.NE, cs.LG, cs.NE",https://arxiv.org/abs/2401.10257,,,"Spiking Neural Networks (SNNs) have a greater potential for modeling time series data than Artificial Neural Networks (ANNs), due to their inherent neuron dynamics and low energy consumption. However, it is difficult to demonstrate their superiority in classification accuracy, because current efforts mainly focus on designing better network structures. In this work, enlighten by brain-inspired science, we find that, not only the structure but also the learning process should be human-like. To achieve this, we investigate the power of Curriculum Learning (CL) on SNNs by designing a novel method named CSNN with two theoretically guaranteed mechanisms: The active-to-dormant training order makes the curriculum similar to that of human learning and suitable for spiking neurons; The value-based ",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2304.04039v1,EnforceSNN: Enabling Resilient and Energy-Efficient Spiking Neural Network Inference considering Approximate DRAMs for Embedded Systems,Rachmad Vidya Wicaksana Putra; Muhammad Abdullah Hanif; Muhammad Shafique,2023,"cs.NE, cs.AI, cs.AR, cs.LG, cs.NE",https://arxiv.org/abs/2304.04039,,10.3389/fnins.2022.937782,"Spiking Neural Networks (SNNs) have shown capabilities of achieving high accuracy under unsupervised settings and low operational power/energy due to their bio-plausible computations. Previous studies identified that DRAM-based off-chip memory accesses dominate the energy consumption of SNN processing. However, state-of-the-art works do not optimize the DRAM energy-per-access, thereby hindering the SNN-based systems from achieving further energy efficiency gains. To substantially reduce the DRAM energy-per-access, an effective solution is to decrease the DRAM supply voltage, but it may lead to errors in DRAM cells (i.e., so-called approximate DRAM). Towards this, we propose \textit{EnforceSNN}, a novel design framework that provides a solution for resilient and energy-efficient SNN inferen",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2303.07830v1,Emergent Bio-Functional Similarities in a Cortical-Spike-Train-Decoding Spiking Neural Network Facilitate Predictions of Neural Computation,Tengjun Liu; Yansong Chua; Yiwei Zhang; Yuxiao Ning; Pengfu Liu; Guihua Wan; Zijun Wan; Shaomin Zhang,2023,"q-bio.NC, cs.AI, q-bio.NC",https://arxiv.org/abs/2303.07830,,,"Despite its better bio-plausibility, goal-driven spiking neural network (SNN) has not achieved applicable performance for classifying biological spike trains, and showed little bio-functional similarities compared to traditional artificial neural networks. In this study, we proposed the motorSRNN, a recurrent SNN topologically inspired by the neural motor circuit of primates. By employing the motorSRNN in decoding spike trains from the primary motor cortex of monkeys, we achieved a good balance between classification accuracy and energy consumption. The motorSRNN communicated with the input by capturing and cultivating more cosine-tuning, an essential property of neurons in the motor cortex, and maintained its stability during training. Such training-induced cultivation and persistency of ",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2308.08709v1,Dynamic Neural Network is All You Need: Understanding the Robustness of Dynamic Mechanisms in Neural Networks,Mirazul Haque; Wei Yang,2023,"cs.LG, cs.LG",https://arxiv.org/abs/2308.08709,,,"Deep Neural Networks (DNNs) have been used to solve different day-to-day problems. Recently, DNNs have been deployed in real-time systems, and lowering the energy consumption and response time has become the need of the hour. To address this scenario, researchers have proposed incorporating dynamic mechanism to static DNNs (SDNN) to create Dynamic Neural Networks (DyNNs) performing dynamic amounts of computation based on the input complexity. Although incorporating dynamic mechanism into SDNNs would be preferable in real-time systems, it also becomes important to evaluate how the introduction of dynamic mechanism impacts the robustness of the models. However, there has not been a significant number of works focusing on the robustness trade-off between SDNNs and DyNNs. To address this issue",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2308.05636v3,A Homomorphic Encryption Framework for Privacy-Preserving Spiking Neural Networks,Farzad Nikfam; Raffaele Casaburi; Alberto Marchisio; Maurizio Martina; Muhammad Shafique,2023,"cs.CR, cs.NE, cs.CR",https://arxiv.org/abs/2308.05636,,10.3390/info14100537,"Machine learning (ML) is widely used today, especially through deep neural networks (DNNs), however, increasing computational load and resource requirements have led to cloud-based solutions. To address this problem, a new generation of networks called Spiking Neural Networks (SNN) has emerged, which mimic the behavior of the human brain to improve efficiency and reduce energy consumption. These networks often process large amounts of sensitive information, such as confidential data, and thus privacy issues arise. Homomorphic encryption (HE) offers a solution, allowing calculations to be performed on encrypted data without decrypting it. This research compares traditional DNNs and SNNs using the Brakerski/Fan-Vercauteren (BFV) encryption scheme. The LeNet-5 model, a widely-used convolution",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2301.11929v1,Training Full Spike Neural Networks via Auxiliary Accumulation Pathway,Guangyao Chen; Peixi Peng; Guoqi Li; Yonghong Tian,2023,"cs.NE, cs.AI, cs.NE",https://arxiv.org/abs/2301.11929,,,"Due to the binary spike signals making converting the traditional high-power multiply-accumulation (MAC) into a low-power accumulation (AC) available, the brain-inspired Spiking Neural Networks (SNNs) are gaining more and more attention. However, the binary spike propagation of the Full-Spike Neural Networks (FSNN) with limited time steps is prone to significant information loss. To improve performance, several state-of-the-art SNN models trained from scratch inevitably bring many non-spike operations. The non-spike operations cause additional computational consumption and may not be deployed on some neuromorphic hardware where only spike operation is allowed. To train a large-scale FSNN with high performance, this paper proposes a novel Dual-Stream Training (DST) method which adds a detac",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2310.12985v1,Enabling energy-Efficient object detection with surrogate gradient descent in spiking neural networks,Jilong Luo; Shanlin Xiao; Yinsheng Chen; Zhiyi Yu,2023,"cs.CV, cs.AI, cs.CV",https://arxiv.org/abs/2310.12985,,,"Spiking Neural Networks (SNNs) are a biologically plausible neural network model with significant advantages in both event-driven processing and spatio-temporal information processing, rendering SNNs an appealing choice for energyefficient object detection. However, the non-differentiability of the biological neuronal dynamics model presents a challenge during the training of SNNs. Furthermore, a suitable decoding strategy for object detection in SNNs is currently lacking. In this study, we introduce the Current Mean Decoding (CMD) method, which solves the regression problem to facilitate the training of deep SNNs for object detection tasks. Based on the gradient surrogate and CMD, we propose the SNN-YOLOv3 model for object detection. Our experiments demonstrate that SNN-YOLOv3 achieves a ",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2310.20457v2,FlexTrain: A Dynamic Training Framework for Heterogeneous Devices Environments,Mert Unsal; Ali Maatouk; Antonio De Domenico; Nicola Piovesan; Fadhel Ayed,2023,"cs.LG, cs.LG",https://arxiv.org/abs/2310.20457,,,"As deep learning models become increasingly large, they pose significant challenges in heterogeneous devices environments. The size of deep learning models makes it difficult to deploy them on low-power or resource-constrained devices, leading to long inference times and high energy consumption. To address these challenges, we propose FlexTrain, a framework that accommodates the diverse storage and computational resources available on different devices during the training phase. FlexTrain enables efficient deployment of deep learning models, while respecting device constraints, minimizing communication costs, and ensuring seamless integration with diverse devices. We demonstrate the effectiveness of FlexTrain on the CIFAR-100 dataset, where a single global model trained with FlexTrain can ",4,"energie, methodo",True,"all:""energy consumption"" AND (all:""deep learn"
2312.09494v2,No-Skim: Towards Efficiency Robustness Evaluation on Skimming-based Language Models,Shengyao Zhang; Mi Zhang; Xudong Pan; Min Yang,2023,"cs.CR, cs.CL, cs.CR",https://arxiv.org/abs/2312.09494,,,"To reduce the computation cost and the energy consumption in large language models (LLM), skimming-based acceleration dynamically drops unimportant tokens of the input sequence progressively along layers of the LLM while preserving the tokens of semantic importance. However, our work for the first time reveals the acceleration may be vulnerable to Denial-of-Service (DoS) attacks. In this paper, we propose No-Skim, a general framework to help the owners of skimming-based LLM to understand and measure the robustness of their acceleration scheme. Specifically, our framework searches minimal and unnoticeable perturbations at character-level and token-level to generate adversarial inputs that sufficiently increase the remaining token ratio, thus increasing the computation cost and energy consum",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all:"
2310.17788v1,Utilizing Language Models for Energy Load Forecasting,Hao Xue; Flora D. Salim,2023,"cs.AI, cs.CL, cs.AI",https://arxiv.org/abs/2310.17788,,,"Energy load forecasting plays a crucial role in optimizing resource allocation and managing energy consumption in buildings and cities. In this paper, we propose a novel approach that leverages language models for energy load forecasting. We employ prompting techniques to convert energy consumption data into descriptive sentences, enabling fine-tuning of language models. By adopting an autoregressive generating approach, our proposed method enables predictions of various horizons of future energy load consumption. Through extensive experiments on real-world datasets, we demonstrate the effectiveness and accuracy of our proposed method. Our results indicate that utilizing language models for energy load forecasting holds promise for enhancing energy efficiency and facilitating intelligent d",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all:"
2312.09084v3,Language Modeling on a SpiNNaker 2 Neuromorphic Chip,Khaleelulla Khan Nazeer; Mark Schöne; Rishav Mukherji; Bernhard Vogginger; Christian Mayr; David Kappel; Anand Subramoney,2023,"cs.NE, cs.CL, cs.ET, cs.LG, cs.NE",https://arxiv.org/abs/2312.09084,,10.1109/AICAS59952.2024.10595870,"As large language models continue to scale in size rapidly, so too does the computational power required to run them. Event-based networks on neuromorphic devices offer a potential way to reduce energy consumption for inference significantly. However, to date, most event-based networks that can run on neuromorphic hardware, including spiking neural networks (SNNs), have not achieved task performance even on par with LSTM models for language modeling. As a result, language modeling on neuromorphic devices has seemed a distant prospect. In this work, we demonstrate the first-ever implementation of a language model on a neuromorphic device - specifically the SpiNNaker 2 chip - based on a recently published event-based architecture called the EGRU. SpiNNaker 2 is a many-core neuromorphic chip ",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all: | all:""energy efficiency"" AND all:""large langua"
2308.10380v2,A Human-on-the-Loop Optimization Autoformalism Approach for Sustainability,Ming Jin; Bilgehan Sel; Fnu Hardeep; Wotao Yin,2023,"cs.AI, cs.CL, cs.AI",https://arxiv.org/abs/2308.10380,,,"This paper outlines a natural conversational approach to solving personalized energy-related problems using large language models (LLMs). We focus on customizable optimization problems that necessitate repeated solving with slight variations in modeling and are user-specific, hence posing a challenge to devising a one-size-fits-all model. We put forward a strategy that augments an LLM with an optimization solver, enhancing its proficiency in understanding and responding to user specifications and preferences while providing nonlinear reasoning capabilities. Our approach pioneers the novel concept of human-guided optimization autoformalism, translating a natural language task specification automatically into an optimization instance. This enables LLMs to analyze, explain, and tackle a varie",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all:"
2312.15388v1,DEAP: Design Space Exploration for DNN Accelerator Parallelism,Ekansh Agrawal; Xiangyu Sam Xu,2023,"cs.DC, cs.AR, cs.LG, cs.DC",https://arxiv.org/abs/2312.15388,,,"The boom in Large Language Models (LLMs) like GPT-4 and ChatGPT has marked a significant advancement in artificial intelligence. These models are becoming increasingly complex and powerful to train and serve. This growth in capabilities comes with a substantial increase in computational requirements, both in terms of hardware resources and energy consumption. The goal of this paper is to showcase how hardware and software co-design can come together and allow us to create customized hardware systems for specific LLM workloads. We propose a simulation workflow that allows us to combine model parallelism techniques with a multi-accelerator simulation framework for efficiency metrics. We focus on inference workloads and report power, cycle, and latency metrics upon performing a design space e",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all:"
2311.11424v1,Tensor-Aware Energy Accounting,Timur Babakol; Yu David Liu,2023,"cs.SE, cs.LG, cs.SE",https://arxiv.org/abs/2311.11424,,,"With the rapid growth of Artificial Intelligence (AI) applications supported by deep learning (DL), the energy efficiency of these applications has an increasingly large impact on sustainability. We introduce Smaragdine, a new energy accounting system for tensor-based DL programs implemented with TensorFlow. At the heart of Smaragdine is a novel white-box methodology of energy accounting: Smaragdine is aware of the internal structure of the DL program, which we call tensor-aware energy accounting. With Smaragdine, the energy consumption of a DL program can be broken down into units aligned with its logical hierarchical decomposition structure. We apply Smaragdine for understanding the energy behavior of BERT, one of the most widely used language models. Layer-by-layer and tensor-by-tensor,",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all:"
2312.02210v1,Low-Precision Mixed-Computation Models for Inference on Edge,Seyedarmin Azizi; Mahdi Nazemi; Mehdi Kamal; Massoud Pedram,2023,"cs.LG, cs.AI, cs.LG",https://arxiv.org/abs/2312.02210,,,"This paper presents a mixed-computation neural network processing approach for edge applications that incorporates low-precision (low-width) Posit and low-precision fixed point (FixP) number systems. This mixed-computation approach employs 4-bit Posit (Posit4), which has higher precision around zero, for representing weights with high sensitivity, while it uses 4-bit FixP (FixP4) for representing other weights. A heuristic for analyzing the importance and the quantization error of the weights is presented to assign the proper number system to different weights. Additionally, a gradient approximation for Posit representation is introduced to improve the quality of weight updates in the backpropagation process. Due to the high energy consumption of the fully Posit-based computations, neural ",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all:"
2311.07164v1,Pruning random resistive memory for optimizing analogue AI,Yi Li; Songqi Wang; Yaping Zhao; Shaocong Wang; Woyu Zhang; Yangu He; Ning Lin; Binbin Cui,2023,"cs.ET, cs.AI, cs.AR, cs.ET",https://arxiv.org/abs/2311.07164,,,"The rapid advancement of artificial intelligence (AI) has been marked by the large language models exhibiting human-like intelligence. However, these models also present unprecedented challenges to energy consumption and environmental sustainability. One promising solution is to revisit analogue computing, a technique that predates digital computing and exploits emerging analogue electronic devices, such as resistive memory, which features in-memory computing, high scalability, and nonvolatility. However, analogue computing still faces the same challenges as before: programming nonidealities and expensive programming due to the underlying devices physics. Here, we report a universal solution, software-hardware co-design using structural plasticity-inspired edge pruning to optimize the topo",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all: | all:""energy efficiency"" AND all:""large langua"
2305.15267v2,Training Energy-Based Normalizing Flow with Score-Matching Objectives,Chen-Hao Chao; Wei-Fang Sun; Yen-Chang Hsu; Zsolt Kira; Chun-Yi Lee,2023,"cs.LG, stat.ML, cs.LG",https://arxiv.org/abs/2305.15267,,,"In this paper, we establish a connection between the parameterization of flow-based and energy-based generative models, and present a new flow-based modeling approach called energy-based normalizing flow (EBFlow). We demonstrate that by optimizing EBFlow with score-matching objectives, the computation of Jacobian determinants for linear transformations can be entirely bypassed. This feature enables the use of arbitrary linear layers in the construction of flow-based models without increasing the computational time complexity of each training iteration from $O(D^2L)$ to $O(D^3L)$ for an $L$-layered model that accepts $D$-dimensional inputs. This makes the training of EBFlow more efficient than the commonly-adopted maximum likelihood training method. In addition to the reduction in runtime, ",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2310.03003v1,From Words to Watts: Benchmarking the Energy Costs of Large Language Model Inference,Siddharth Samsi; Dan Zhao; Joseph McDonald; Baolin Li; Adam Michaleas; Michael Jones; William Bergeron; Jeremy Kepner,2023,"cs.CL, cs.DC, cs.CL",https://arxiv.org/abs/2310.03003,,,"Large language models (LLMs) have exploded in popularity due to their new generative capabilities that go far beyond prior state-of-the-art. These technologies are increasingly being leveraged in various domains such as law, finance, and medicine. However, these models carry significant computational challenges, especially the compute and energy costs required for inference. Inference energy costs already receive less attention than the energy costs of training LLMs -- despite how often these large models are called on to conduct inference in reality (e.g., ChatGPT). As these state-of-the-art LLMs see increasing usage and deployment in various domains, a better understanding of their resource utilization is crucial for cost-savings, scaling performance, efficient hardware usage, and optima",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2306.05060v1,Precision-aware Latency and Energy Balancing on Multi-Accelerator Platforms for DNN Inference,Matteo Risso; Alessio Burrello; Giuseppe Maria Sarda; Luca Benini; Enrico Macii; Massimo Poncino; Marian Verhelst; Daniele Jahier Pagliari,2023,"cs.LG, cs.LG",https://arxiv.org/abs/2306.05060,,,"The need to execute Deep Neural Networks (DNNs) at low latency and low power at the edge has spurred the development of new heterogeneous Systems-on-Chips (SoCs) encapsulating a diverse set of hardware accelerators. How to optimally map a DNN onto such multi-accelerator systems is an open problem. We propose ODiMO, a hardware-aware tool that performs a fine-grain mapping across different accelerators on-chip, splitting individual layers and executing them in parallel, to reduce inference energy consumption or latency, while taking into account each accelerator's quantization precision to maintain accuracy. Pareto-optimal networks in the accuracy vs. energy or latency space are pursued for three popular dataset/DNN pairs, and deployed on the DIANA heterogeneous ultra-low power edge AI SoC. ",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
